parcel,source,owner_name,address,jurisdiction,luc,luc_desc,parcel_class,acres,assessed_land,assessed_bldg,has_building,city_department,city_intended_use,development_candidate,census_tract,lat,lon
R72 12601 0069,county_only,CITY OF DAYTON,220 LORENZ AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002390.00,000000000000.00,N,,,N,39113-003900-3,39.75705617916893,-84.23513211331026
R72 12601 0075,county_only,DAYTON CITY OF,244 LORENZ AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002380.00,000000000000.00,N,,,N,39113-003900-3,39.75768236721624,-84.23512281590457
R72 12601 0078,county_only,CITY OF DAYTON,237 LORENZ AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005390.00,000000000000.00,N,,,N,39113-003900-3,39.757483451603434,-84.23557326654151
R72 12601 0079,county_only,CITY OF DAYTON,233 LORENZ AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005390.00,000000000000.00,N,,,N,39113-003900-3,39.757370881232475,-84.23557401813854
R72 12601 0080,county_only,CITY OF DAYTON,229 LORENZ AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005390.00,000000000000.00,N,,,N,39113-003900-3,39.757263480478755,-84.23559623236693
R72 12601 0085,county_only,DAYTON CITY OF,209 LORENZ AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002690.00,000000000000.00,N,,,N,39113-003900-3,39.75673635858896,-84.23559021433249
R72 12601 0087,county_only,CITY OF DAYTON,201 LORENZ AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002690.00,000000000000.00,N,,,N,39113-003900-3,39.75652499420546,-84.23558495012674
R72 12602 0025,county_only,DAYTON CITY OF,2102 OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003040.00,000000000000.00,N,,,N,39113-003900-2,39.758047304010184,-84.23809895558001
R72 12602 0026,both,CITY OF DAYTON,245 SHOOP AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002270.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-2,39.75769269119952,-84.23905069859968
R72 12604 0023,county_only,CITY OF DAYTON,321 HURON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004730.00,000000000000.00,N,,,N,39113-003900-2,39.75689441818323,-84.2426879652901
R72 12604 0051,county_only,DAYTON CITY OF,2516 OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004840.00,000000000000.00,N,,,N,39113-003900-2,39.75797495783139,-84.24314544736933
R72 12605 0038,county_only,CITY OF DAYTON,423 WALTON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002570.00,000000000000.00,N,,,N,39113-003900-2,39.75702230397375,-84.24387230400023
R72 12606 0036,both,CITY OF DAYTON,434 BURLEIGH AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002590.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-2,39.75734464661095,-84.24582637020254
R72 12701 0042,county_only,DAYTON CITY OF,601 GETTYSBURG AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004400.00,000000000000.00,N,,,N,39113-004400-1,39.75548370417613,-84.25348532552417
R72 12702 0008,county_only,DAYTON CITY OF,3036 EDISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002550.00,000000000000.00,N,,,N,39113-003900-1,39.756025401385365,-84.25233566661214
R72 12702 0024,both,CITY OF DAYTON,2925 PRESTON ST,DAYTON,613,Exempt land only,E,0000.00000,000000002550.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-1,39.75554027317447,-84.25191074088261
R72 12702 0047,both,DAYTON CITY OF,3705 W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002550.00,000000000000.00,N,,,N,39113-003900-1,39.7547001324484,-84.25117101530546
R72 12703 0005,county_only,DAYTON CITY OF,2904 EDISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005360.00,000000000000.00,N,,,N,39113-003900-1,39.7560482887805,-84.25007360353378
R72 12703 0007,county_only,CITY OF DAYTON,2801 PRESTON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000006000.00,000000000000.00,N,,,N,39113-003900-1,39.75552659227591,-84.24970478091406
R72 12703 0052,county_only,DAYTON CITY OF,320 N DECKER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005540.00,000000000000.00,N,,,N,39113-003900-2,39.75530823678575,-84.24906601746034
R72 12706 0009,county_only,CITY OF DAYTON,3333 W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005500.00,000000000000.00,N,,,N,39113-003900-2,39.75422787691139,-84.24491941391061
R72 12706 0016,county_only,DAYTON CITY OF,3305 W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005500.00,000000000000.00,N,,,N,39113-003900-2,39.754217936466375,-84.24392983048685
R72 12707 0001,county_only,CITY OF DAYTON,200 HURON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004860.00,000000000000.00,N,,,N,39113-003900-2,39.75420808639065,-84.24219676442658
R72 12708 0007,county_only,DAYTON CITY OF,261 BROOKLYN AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002560.00,000000000000.00,N,,,N,39113-003900-2,39.75566575384949,-84.24019189815766
R72 12708 0019,county_only,DAYTON CITY OF,213 BROOKLYN AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002620.00,000000000000.00,N,,,N,39113-003900-2,39.7545041073521,-84.2402020003367
R72 12708 0031,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.75497512260722,-84.24102486864484
R72 12708 0033,county_only,CITY OF DAYTON,240 WESTWOOD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005040.00,000000000000.00,N,,,N,39113-003900-2,39.75517604287666,-84.24099433325152
R72 12708 0040,county_only,DAYTON CITY OF,268 WESTWOOD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005040.00,000000000000.00,N,,,N,39113-003900-2,39.755845858132524,-84.24100395696703
R72 12708 0045,county_only,DAYTON CITY OF,285 WESTWOOD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004860.00,000000000000.00,N,,,N,39113-003900-2,39.75622357287712,-84.24145450908446
R72 12708 0054,county_only,DAYTON CITY OF,249 WESTWOOD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004860.00,000000000000.00,N,,,N,39113-003900-2,39.755367029551294,-84.24144376991867
R72 12709 0003,county_only,DAYTON CITY OF,208 BROOKLYN AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002490.00,000000000000.00,N,,,N,39113-003900-2,39.754428588855234,-84.23974123376657
R72 12709 0004,county_only,DAYTON CITY OF,212 BROOKLYN AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004990.00,000000000000.00,N,,,N,39113-003900-2,39.754519107717805,-84.23974704866171
R72 12709 0005,county_only,DAYTON CITY OF,216 BROOKLYN AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002490.00,000000000000.00,N,,,N,39113-003900-2,39.754618060983,-84.2397423504013
R72 12709 0012,county_only,DAYTON CITY OF,244 BROOKLYN AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002480.00,000000000000.00,N,,,N,39113-003900-2,39.7552786558042,-84.23944934251602
R72 12709 0018,county_only,CITY OF DAYTON,268 BROOKLYN AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004930.00,000000000000.00,N,,,N,39113-003900-2,39.75585899681003,-84.23975199712036
R72 12709 0045,both,DAYTON CITY OF,2ND ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002370.00,000000000000.00,N,Public Works,Other,Y,39113-003900-2,39.754289426811155,-84.23923198555138
R72 12709 0046,both,DAYTON CITY OF,2ND ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002780.00,000000000000.00,N,Public Works,Other,Y,39113-003900-2,39.75435176903238,-84.23908488485569
R72 12710 0003,county_only,CITY OF DAYTON,108 ANNA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002440.00,000000000000.00,N,,,N,39113-003900-3,39.75445161718684,-84.23634441212616
R72 12710 0006,county_only,DAYTON CITY OF,120 ANNA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002450.00,000000000000.00,N,,,N,39113-003900-3,39.754789163503155,-84.2363563775696
R72 12710 0007,county_only,DAYTON CITY OF,124 ANNA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002430.00,000000000000.00,N,,,N,39113-003900-3,39.75489619427627,-84.23635904437339
R72 12710 0008,county_only,DAYTON CITY OF,128 ANNA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002450.00,000000000000.00,N,,,N,39113-003900-3,39.75500327097315,-84.23636171232967
R72 12710 0009,county_only,DAYTON CITY OF,132 ANNA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002460.00,000000000000.00,N,,,N,39113-003900-3,39.755110197117,-84.23637148800684
R72 12710 0015,county_only,DAYTON CITY OF,156 ANNA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002480.00,000000000000.00,N,,,N,39113-003900-3,39.755725042440986,-84.23638680795474
R72 12710 0017,county_only,CITY OF DAYTON,164 ANNA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002500.00,000000000000.00,N,,,N,39113-003900-3,39.755928072282515,-84.23639897723886
R72 12710 0018,county_only,DAYTON CITY OF,168 ANNA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002520.00,000000000000.00,N,,,N,39113-003900-3,39.75602687397337,-84.23640143910605
R72 12710 0023,county_only,DAYTON CITY OF,165 ANNA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002540.00,000000000000.00,N,,,N,39113-003900-3,39.75582858746475,-84.23680916711503
R72 12710 0034,county_only,DAYTON CITY OF,121 ANNA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002530.00,000000000000.00,N,,,N,39113-003900-3,39.75472243164806,-84.23678159875455
R72 12710 0035,county_only,CITY OF DAYTON,117 ANNA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002520.00,000000000000.00,N,,,N,39113-003900-3,39.75461824942625,-84.23677189205353
R72 12711 0019,both,DAYTON CITY OF,175 ARDMORE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002390.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-3,39.75600594026244,-84.23447984789551
R72 12711 0031,county_only,DAYTON CITY OF,138 LORENZ AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002360.00,000000000000.00,N,,,N,39113-003900-3,39.75510091676314,-84.2351474854037
R72 12711 0032,county_only,DAYTON CITY OF,134 LORENZ AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002360.00,000000000000.00,N,,,N,39113-003900-3,39.755002062286735,-84.23514858034291
R72 12711 0046,county_only,DAYTON CITY OF,123 LORENZ AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002670.00,000000000000.00,N,,,N,39113-003900-3,39.75469912319214,-84.23557858652903
R72 12801 0001,both,DAYTON CITY OF,410 GETTYSBURG AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000374980.00,000002480160.00,Y,Public Works,Other,N,39113-003900-1,39.75361371680905,-84.25257385115162
R72 12802 0011,county_only,DAYTON CITY OF,116 N DECKER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002990.00,000000000000.00,N,,,N,39113-003900-1,39.752777986017946,-84.2478677220958
R72 12802 0046,county_only,DAYTON CITY OF,104 N TRENTON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005400.00,000000000000.00,N,,,N,39113-003900-1,39.75244098619069,-84.24910438759514
R72 12803 0003,county_only,DAYTON CITY OF,3364 DELPHOS AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005650.00,000000000000.00,N,,,N,39113-003900-1,39.75388196949959,-84.24583567677394
R72 12803 0022,both,CITY OF DAYTON,128 UPLAND AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002990.00,000000000000.00,N,Public Works,Other,Y,39113-003900-1,39.75310929176487,-84.24646018730209
R72 12804 0026,city_layer_only,,,,,,,,,,N,,,N,,39.75279411154642,-84.24531749768157
R72 12804 0027,city_layer_only,,,,,,,,,,N,,,N,,39.7526834491624,-84.24518459073589
R72 12805 0024,county_only,DAYTON CITY OF,65 N HATFIELD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005210.00,000000000000.00,N,,,N,39113-003900-1,39.751539897163916,-84.25206988898776
R72 12805 0037,both,DAYTON CITY OF,68 ALDER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003120.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-1,39.75170385476302,-84.25083962902269
R72 12805 0038,county_only,DAYTON CITY OF,59 N ALDER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000006920.00,000000000000.00,N,,,N,39113-003900-1,39.75151280345387,-84.25076366555845
R72 12805 0039,county_only,DAYTON CITY OF,53 N ALDER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000006920.00,000000000000.00,N,,,N,39113-003900-1,39.75139755023777,-84.25075721522717
R72 12807 0002,both,DAYTON CITY OF,N ALDER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002790.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-1,39.751898565731324,-84.25030738149869
R72 12807 0012,county_only,DAYTON CITY OF,26 N ALDER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004750.00,000000000000.00,N,,,N,39113-003900-1,39.750659263753874,-84.25036869175544
R72 12807 0015,both,DAYTON CITY OF,CALHOUN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001810.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-1,39.752065137063205,-84.24979099599592
R72 12807 0016,both,DAYTON CITY OF,CALHOUN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000500.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-1,39.751979399870756,-84.24978927701818
R72 12904 0003,both,DAYTON CITY OF,618 CIRCLE RD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002030.00,000000000000.00,N,Planning,Surplus,Y,39113-004400-1,39.75657499712897,-84.26345265490322
R72 12908 0023,city_layer_only,,,,,,,,,,N,,,N,,39.75446304061682,-84.26239799373492
R72 12910 0023,county_only,CITY OF DAYTON,603 ELMHURST RD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002200.00,000000000000.00,N,,,N,39113-004400-1,39.754855471892746,-84.25948165579169
R72 12910 0027,county_only,CITY OF DAYTON,621 ELMHURST RD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002200.00,000000000000.00,N,,,N,39113-004400-1,39.75532150137917,-84.25953259105441
R72 12910 0048,both,DAYTON CITY OF,ELMHURST RD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000021480.00,000000037800.00,Y,Public Works,Other,N,39113-004400-1,39.75400338975678,-84.25880915491474
R72 12912 0001,both,DAYTON CITY OF,W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001020.00,000000000000.00,N,Public Works,Other,N,39113-004400-1,39.754193015305155,-84.2572731452739
R72 12912 0002,both,DAYTON CITY OF,W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000600.00,000000000000.00,N,Public Works,Other,N,39113-004400-1,39.7542413439594,-84.25708775296725
R72 12912 0025,both,DAYTON CITY OF,VERONA RD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000600.00,000000000000.00,N,Public Works,Other,N,39113-004400-1,39.7545617174474,-84.25721247231319
R72 12912 0026,both,DAYTON CITY OF,EDISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001050.00,000000000000.00,N,Public Works,Other,N,39113-004400-1,39.75453253645918,-84.25741347322175
R72 13004 0014,county_only,CITY OF DAYTON OHIO,312 GENEVA RD,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000003130.00,000000000000.00,N,,,Y,39113-004400-2,39.751740906794296,-84.26008248960206
R72 13006 0020,county_only,DAYTON CITY OF,115 ELMHURST RD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005450.00,000000000000.00,N,,,N,39113-004400-2,39.749461118077015,-84.25939885520592
R72 13101 0021,both,DAYTON CITY OF,40 S HATFIELD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000660.00,000000000000.00,N,Planning,Surplus,Y,39113-004600-1,39.74839557261817,-84.2515426648053
R72 13101 0032,both,CITY OF DAYTON,S HATFIELD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001770.00,000000000000.00,N,Planning,Surplus,Y,39113-004600-1,39.74848642512971,-84.25154381250098
R72 13102 0048,both,CITY OF DAYTON,25 DECKER AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002300.00,000000000000.00,N,Public Works,Other,Y,39113-004600-1,39.749524589010925,-84.24834104458985
R72 13103 0040,county_only,DAYTON CITY OF,MAYWOOD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000850.00,000000001690.00,Y,,,N,,,
R72 13104 0014,both,DAYTON CITY OF,S GETTYSBURG AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001970.00,000000000000.00,N,Public Works,Other,N,39113-004600-1,39.746908040289526,-84.2526862114618
R72 13104 0015,both,DAYTON CITY OF,3809 MCCALL ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000005750.00,000000000000.00,N,Public Works,Other,Y,39113-004600-1,39.746931828664025,-84.25228839514588
R72 13104 0029,both,DAYTON CITY OF,HATFIELD & MYWOOD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000017670.00,000000008610.00,Y,Public Works,Other,N,39113-004600-1,39.74814570159208,-84.25141097848962
R72 13104 0074,county_only,DAYTON CITY OF,MAYWOOD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000240.00,000000000000.00,N,,,N,,,
R72 13107 0016,both,CITY OF DAYTON,LOOKOUT AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002480.00,000000000000.00,N,Public Works,Other,Y,39113-004600-3,39.7460454529714,-84.25170413066225
R72 13107 0022,both,CITY OF DAYTON,200 LOOKOUT AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002490.00,000000000000.00,N,Planning,Surplus,Y,39113-004600-3,39.746561122672105,-84.25137557632547
R72 13107 0023,both,CITY OF DAYTON,200 LOOKOUT AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002480.00,000000000000.00,N,Planning,Surplus,Y,39113-004600-3,39.74644849900551,-84.25123337839972
R72 13107 0026,both,CITY OF DAYTON,LOOKOUT AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002490.00,000000000000.00,N,Planning,Surplus,Y,39113-004600-3,39.7461223272359,-84.25136536575465
R72 13107 0028,both,DAYTON CITY OF,213 ANTIETAM AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002490.00,000000000000.00,N,,,Y,39113-004600-3,39.74622090546578,-84.25063351489695
R72 13108 0004,county_only,CITY OF DAYTON,3412 CHICAMAUGA AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000009280.00,000000000000.00,N,,,N,39113-004600-3,39.74507962162959,-84.24963815490555
R72 13108 0005,both,DAYTON CITY OF,3416 CHICAMAUGA AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002610.00,000000000000.00,N,Public Works,Other,Y,39113-004600-3,39.74531999754788,-84.24974909010231
R72 13201 0033,both,DAYTON CITY OF,329 LOOKOUT AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002480.00,000000000000.00,N,Planning,Surplus,Y,39113-004600-3,39.74429231545724,-84.25200578004771
R72 13201 0054,county_only,DAYTON CITY OF,314 LOOKOUT AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005540.00,000000000000.00,N,,,N,39113-004600-3,39.74479685037697,-84.25147000259591
R72 13202 0005,both,DAYTON CITY OF,359 357 ANTIETAM AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002490.00,000000000000.00,N,Public Works,Other,Y,39113-004600-3,39.74398558033619,-84.25053548607853
R72 13202 0009,county_only,CITY OF DAYTON,337 339 ANTIETAM AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002770.00,000000000000.00,N,,,N,39113-004600-3,39.744429741739474,-84.25049681397547
R72 13202 0011,county_only,CITY OF DAYTON,329 ANTIETAM AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005540.00,000000000000.00,N,,,N,39113-004600-3,39.74460723719513,-84.25056176346254
R72 13202 0043,both,CITY OF DAYTON,HOME AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000940.00,000000000000.00,N,Public Works,Other,N,39113-004600-3,39.74399284873851,-84.24885193409509
R72 13202 0046,both,DAYTON CITY OF,HOME AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,39113-004200-1,39.74271264397983,-84.24918273175759
R72 13202 0047,both,CITY OF DAYTON,HOME AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,39113-004200-1,39.74277055648105,-84.24924985293521
R72 13202 0049,both,CITY OF DAYTON,HOME AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-004200-1,39.74279236085706,-84.24903413484314
R72 13202 0050,both,CITY OF DAYTON,HOME AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,39113-004200-1,39.74285289258768,-84.24905632763998
R72 13202 0053,both,CITY OF DAYTON,HOME AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.02800,000000000000.00,000000000000.00,N,,,N,39113-004600-3,39.74352572889063,-84.2501856995319
R72 13203 0010,both,DAYTON CITY OF,3253 HOME AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001590.00,000000000000.00,N,,,N,39113-004600-3,39.74372510114669,-84.24840901768256
R72 13203 0011,both,CITY OF DAYTON,3257 HOME AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001080.00,000000000000.00,N,Public Works,Other,N,39113-004600-3,39.74371000305317,-84.24850112327337
R72 13203 0013,both,CITY OF DAYTON,3200 3206 HOME AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,39113-004200-1,39.74394528481073,-84.24580018893336
R72 13203 0014,both,CITY OF DAYTON,ST RT 35,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,39113-004200-1,39.743851865407436,-84.24635625553928
R72 13203 0015,both,CITY OF DAYTON,419 429 ROESCH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,39113-004200-1,39.74332141126663,-84.24583794376295
R72 13203 0018,county_only,CITY OF DAYTON,HOME AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 13204 0038,both,DAYTON CITY OF,HOME AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002020.00,000000000000.00,N,,,N,39113-004600-3,39.74446653502393,-84.24656729342274
R72 13204 0039,both,CITY OF DAYTON,CHICAMAUGA AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001950.00,000000000000.00,N,Public Works,Other,N,39113-004600-3,39.7444298811332,-84.24674423618713
R72 13205 0001,both,DAYTON CITY OF,3025 BURWOOD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000009610.00,000000000000.00,N,Public Works,Other,N,39113-004200-1,39.74309929408079,-84.2423248200145
R72 13205 0016,both,DAYTON CITY OF,515 BLANCHE ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002810.00,000000000000.00,N,Public Works,Other,N,39113-004200-1,39.74383078012375,-84.2417623677478
R72 13205 0022,both,DAYTON CITY OF,537 545 BLANCHE ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001680.00,000000000000.00,N,Public Works,Other,N,39113-004200-1,39.7432784872858,-84.24175604006933
R72 13205 0054,both,DAYTON CITY OF,524 GROVELAND AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000001720.00,000000000000.00,N,,,Y,39113-004200-1,39.74352996384433,-84.23995801729416
R72 13205 0055,both,CITY OF DAYTON,520 GROVELAND AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001610.00,000000000000.00,N,Planning,Surplus,Y,39113-004200-1,39.74362598819695,-84.23995668481844
R72 13209 0023,city_layer_only,,,,,,,,,,N,,,N,,39.740768792761315,-84.23956575235943
R72 13210 0001,both,DAYTON CITY OF,ROESCH ST,DAYTON,640,"Exempt, owned by municipals",E,0007.41500,000000036680.00,000000009380.00,Y,Public Works,Other,N,39113-004200-1,39.743545022281914,-84.2454420654618
R72 13211 0071,county_only,DAYTON CITY OF,668 S GETTYSBURG AVE,DAYTON,620,"Exempt, owned by counties",E,0000.00000,000000008770.00,000000000000.00,N,,,N,39113-004200-2,39.73818625252656,-84.25265895317166
R72 13211 0072,county_only,DAYTON CITY OF,674 S GETTYSBURG AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000006360.00,000000000000.00,N,,,Y,39113-004200-2,39.73804985269633,-84.25259865021164
R72 13211 0073,county_only,"CITY OF DAYTON, THE",700 S GETTYSBURG AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000006290.00,000000000000.00,N,,,Y,39113-004200-2,39.737807300259135,-84.2526600888187
R72 13211 0086,both,DAYTON CITY OF,GETTYSBURG AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000003850.00,000000000000.00,N,,,Y,39113-004200-2,39.73569367992588,-84.25261405400278
R72 13211 0087,both,DAYTON CITY OF,838 GETTYSBURG AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000003850.00,000000000000.00,N,,,Y,39113-004200-2,39.73560026576268,-84.25261526067094
R72 13211 0101,county_only,DAYTON CITY OF,655 OAK LEAF DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000006980.00,000000000000.00,N,,,N,39113-004200-2,39.73848566809008,-84.2519160526832
R72 13211 0104,county_only,DAYTON CITY OF,726 S GETTYSBURG AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000017580.00,000000000000.00,N,,,Y,39113-004200-2,39.73684516850564,-84.25254697627966
R72 13211 0190,both,DAYTON CITY OF,FOR ALLEY,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000350.00,000000000000.00,N,Public Works,Other,N,39113-004200-2,39.735639517368355,-84.25222974086287
R72 13211 0193,county_only,CITY OF DAYTON,GETTYSBURG AVE,DAYTON,500,"Residential vacant land, lot",R,0000.01000,000000000000.00,000000000000.00,N,,,Y,,,
R72 13211 0194,county_only,CITY OF DAYTON,GETTYSBURG AVE,DAYTON,500,"Residential vacant land, lot",R,0000.07200,000000000000.00,000000000000.00,N,,,Y,,,
R72 13211 0195,county_only,CITY OF DAYTON,GETTYSBURG AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
