parcel,source,owner_name,address,jurisdiction,luc,luc_desc,parcel_class,acres,assessed_land,assessed_bldg,has_building,city_department,city_intended_use,development_candidate,census_tract,lat,lon
R72 08301 0063,both,CITY OF DAYTON,1327 W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002390.00,000000000000.00,N,,,N,39113-165100-2,39.756897269760664,-84.2153729687176
R72 08301 0073,city_layer_only,,,,,,,,,,N,,,N,,,
R72 08301 0079,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.75751425322796,-84.21564065186966
R72 08301 0082,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.7575776617895,-84.2152175848645
R72 08301 0084,county_only,"CITY OF DAYTON, OHIO",N BROADWAY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004510.00,000000000000.00,N,,,N,39113-165100-2,39.75764950265542,-84.21463374457797
R72 08301 0092,both,DAYTON CITY OF,W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000900.00,000000000000.00,N,,,N,39113-165100-2,39.756357415763716,-84.21626841027415
R72 08303 0002,county_only,CITY OF DAYTON,1401 W 1ST ST,DAYTON,499,,C,0000.21980,000000000000.00,000000000000.00,N,,,N,,,
R72 08303 0006,both,CITY OF DAYTON,1351 W 1ST ST,DAYTON,613,Exempt land only,E,0000.00000,000000000970.00,000000000000.00,N,,,N,39113-165100-2,39.757780811608875,-84.21637343163816
R72 08303 0020,county_only,CITY OF DAYTON,EDISON & CONOVER,DAYTON,499,,C,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 08303 0039,both,CITY OF DAYTON,W 1ST ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002610.00,000000000000.00,N,,,Y,39113-165100-2,39.75776732476367,-84.21558853568928
R72 08303 0043,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.75796252682234,-84.21527321599503
R72 08305 0038,both,DAYTON CITY OF,411 N BROADWAY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002370.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-2,39.7598877558657,-84.21516551189767
R72 08305 0039,county_only,"CITY OF DAYTON, OHIO",407 409 BROADWAY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000400.00,000000000000.00,N,,,N,39113-165100-2,39.75981095194869,-84.21516006608549
R72 08305 0040,county_only,"CITY OF DAYTON, OHIO",403 N BROADWAY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000390.00,000000000000.00,N,,,N,39113-165100-2,39.759714945954656,-84.21515414765209
R72 08305 0082,county_only,"CITY OF DAYTON, OHIO",313 BROADWAY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002300.00,000000000000.00,N,,,N,39113-165100-2,39.759096322982856,-84.21518469277972
R72 08305 0084,county_only,"CITY OF DAYTON, OHIO",305 N BROADWAY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000760.00,000000000000.00,N,,,N,39113-165100-2,39.80186567070994,-84.31182772960332
R72 08305 0085,county_only,"CITY OF DAYTON, OHIO",303 BROADWAY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002500.00,000000000000.00,N,,,N,39113-165100-2,39.758818992926805,-84.2151216472168
R72 08305 0100,both,CITY OF DAYTON,536 DAKOTA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000770.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-2,39.759263970222385,-84.21632421804367
R72 08305 0106,both,CITY OF DAYTON,ROADWAY,DAYTON,640,"Exempt, owned by municipals",E,0000.04300,000000000000.00,000000000000.00,N,,,N,39113-165100-2,39.76008354070501,-84.21570630815805
R72 08306 0033,both,DAYTON CITY OF,PAUL LAURENCE DUNBAR ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000620.00,000000000000.00,N,Public Works,Other,N,39113-165100-2,39.758207951234155,-84.21871457225099
R72 08307 0048,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.75617778482438,-84.21981378574294
R72 08307 0049,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.75628866482008,-84.21969141683671
R72 08307 0055,both,DAYTON CITY OF,W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002690.00,000000000000.00,N,,,N,39113-165100-2,39.75649873591527,-84.21895772189097
R72 08307 0067,county_only,CITY OF DAYTON,1552 W 1ST ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002390.00,000000000000.00,N,,,N,39113-165100-2,39.75660028692758,-84.2203319363491
R72 08307 0072,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.756817003385535,-84.21971833630927
R72 08307 0083,both,DAYTON CITY OF,N PAUL LAURENCE DUNBAR ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002240.00,000000000000.00,N,Public Works,Other,Y,39113-165100-2,39.75688885067387,-84.21883531390476
R72 08307 0089,both,DAYTON CITY OF,W SECOND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001750.00,000000000000.00,N,,,N,39113-165100-2,39.756223288384646,-84.22083978968858
R72 08308 0003,both,DAYTON CITY OF,1323 W 3RD ST,DAYTON,680,,E,0000.00000,000000033100.00,000001499870.00,Y,Public Works,Other,N,39113-165100-2,39.755689566363344,-84.21799525784401
R72 08308 0028,both,DAYTON CITY OF,122 128 N PAUL LAURENCE DUNBAR ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002440.00,000000000000.00,N,,,N,39113-165100-2,39.75697272962092,-84.21827782212387
R72 08309 0009,both,DAYTON CITY OF,325 N PAUL LAWERENCE DUNBAR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000134640.00,000000288020.00,Y,Public Works,Operations,N,39113-165100-2,39.757913586894745,-84.22076998639926
R72 08312 0022,both,DAYTON CITY OF,W 1ST ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002560.00,000000000000.00,N,,,N,39113-165100-2,39.756753329877355,-84.22247669159779
R72 08313 0018,both,DAYTON CITY OF,1807 1809 W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003330.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.754331917023464,-84.2244069545772
R72 08313 0021,county_only,DAYTON CITY OF,1801 1803 W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005780.00,000000000000.00,N,,,N,,,
R72 08313 0022,both,DAYTON CITY OF,1723 W THIRD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002580.00,000000585760.00,Y,Public Works,Operations,N,39113-165100-2,39.75454372302241,-84.22384701431785
R72 08313 0023,both,DAYTON CITY OF,3RD & JAMES H MCGEE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002740.00,000000000000.00,N,Public Works,Other,N,39113-165100-2,39.754563846570676,-84.22366312503652
R72 08313 0024,both,DAYTON CITY OF,1729 W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002740.00,000000000000.00,N,Public Works,Other,N,39113-165100-2,39.754588101411315,-84.2235872156665
R72 08313 0025,both,DAYTON CITY OF,1717 W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002870.00,000000004170.00,Y,Public Works,Other,N,39113-165100-2,39.75460012789813,-84.22343312858082
R72 08313 0026,both,DAYTON CITY OF,1711 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002740.00,000000006070.00,Y,Public Works,Other,N,39113-165100-2,39.754618268355685,-84.22331813045524
R72 08313 0027,both,DAYTON CITY OF,1709 W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002740.00,000000004260.00,Y,Public Works,Other,N,39113-165100-2,39.75463640896524,-84.22320313229828
R72 08313 0028,both,DAYTON CITY OF,1707 W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002740.00,000000003980.00,Y,Public Works,Other,N,39113-165100-2,39.754654549205306,-84.22308813393994
R72 08313 0109,both,DAYTON CITY OF,JAMES H MCGEE BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005120.00,000000000000.00,N,Public Works,Other,N,39113-165100-1,39.755094700350384,-84.22476889920375
R72 08402 0036,both,DAYTON CITY OF,EDWIN C MOSES BLVD,DAYTON,400,Commercial vacant land,C,0000.61890,000000040430.00,000000000000.00,N,Public Works,Other,Y,39113-165100-2,39.75745709936881,-84.20600536659828
R72 08402 0037,both,DAYTON CITY OF,W 2ND ST,DAYTON,640,"Exempt, owned by municipals",E,0000.41100,000000000000.00,000000000000.00,N,,,N,39113-165100-2,39.758090723995835,-84.20756411349974
R72 08403 0048,county_only,DAYTON CITY OF,W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 08403 0049,county_only,DAYTON CITY OF,W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 08404 0001,county_only,DAYTON CITY OF,240 N WILLIAMS ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005100.00,000000000000.00,N,,,N,39113-165100-2,39.75917374417651,-84.21123452912495
R72 08404 0005,both,DAYTON CITY OF,DAKOTA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000220.00,000000000000.00,N,,,N,39113-165100-2,39.75897456846174,-84.21077422817868
R72 08404 0006,both,DAYTON CITY OF,DAKOTA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000240.00,000000000000.00,N,,,N,39113-165100-2,39.75897904702066,-84.21070786641006
R72 08404 0009,both,DAYTON CITY OF,222 DAKOTA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000300.00,000000000000.00,N,,,N,39113-165100-2,39.75894148252302,-84.2104880250551
R72 08404 0010,both,DAYTON CITY OF,218 DAKOTA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000220.00,000000000000.00,N,,,N,39113-165100-2,39.758918614132405,-84.21035419547654
R72 08404 0011,both,DAYTON CITY OF,212 214 DAKOTA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000200.00,000000000000.00,N,,,N,39113-165100-2,39.75890629261776,-84.21018552573982
R72 08404 0012,both,DAYTON CITY OF,W 1ST ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001750.00,000000000000.00,N,,,N,39113-165100-2,39.758832587524246,-84.20991709134772
R72 08404 0013,both,DAYTON CITY OF,1107 W 1ST ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000190.00,000000000000.00,N,,,N,39113-165100-2,39.75881252418769,-84.20981229157232
R72 08404 0014,county_only,"CITY OF DAYTON, OHIO",1023 1025 1ST ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001880.00,000000000000.00,N,,,N,39113-165100-2,39.75877280596086,-84.20954900091078
R72 08404 0031,county_only,"CITY OF DAYTON, OHIO",113 115 GRIMES ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005100.00,000000000000.00,N,,,N,39113-165100-2,39.75832354293629,-84.20830302667261
R72 08404 0037,both,DAYTON CITY OF,1115 1117 W 1ST ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000240.00,000000000000.00,N,,,N,39113-165100-2,39.75871077447494,-84.21003488833699
R72 08405 0002,county_only,"CITY OF DAYTON, OHIO",N WILLIAMS ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001080.00,000000000000.00,N,,,N,39113-165100-2,39.75874426386186,-84.21117723460615
R72 08405 0023,both,DAYTON CITY OF,1137 1139 W 1ST ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002250.00,000000000000.00,N,,,N,39113-165100-2,39.75857079832316,-84.21084545254244
R72 08405 0024,both,DAYTON CITY OF,1133 1135 W 1ST ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002320.00,000000000000.00,N,,,N,39113-165100-2,39.758666786262104,-84.2106926728787
R72 08405 0025,both,DAYTON CITY OF,1129 1132 W 1ST ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002210.00,000000000000.00,N,,,N,39113-165100-2,39.75861214337796,-84.2105838779186
R72 08405 0026,both,DAYTON CITY OF,1125 1127 W 1ST ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002080.00,000000000000.00,N,,,N,39113-165100-2,39.758636221093084,-84.21043863127869
R72 08405 0027,both,DAYTON CITY OF,1123 W 1ST ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003510.00,000000000000.00,N,,,N,39113-165100-2,39.758671421460576,-84.21028648738339
R72 08405 0029,county_only,DAYTON CITY OF,N WILLIAMS ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002470.00,000000000000.00,N,,,N,39113-165100-2,39.75845629900426,-84.21142715796867
R72 08405 0045,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.7577322591569,-84.21048050105829
R72 08405 0053,both,DAYTON CITY OF,113 SWEETMAN ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000001620.00,000000000000.00,N,Public Works,Other,Y,39113-165100-2,39.758231725069294,-84.20975783415739
R72 08406 0026,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,39.75649663280379,-84.21085573098269
R72 08406 0035,city_layer_only,,,,,,,,,,N,Economic Development,Development,Y,,39.75662941925359,-84.21047540569595
R72 08406 0037,city_layer_only,,,,,,,,,,N,,,N,,39.75680097498717,-84.21043217489613
R72 08406 0039,city_layer_only,,,,,,,,,,N,,,N,,39.75683250519524,-84.2102403354306
R72 08406 0063,county_only,DAYTON CITY OF,W 3RD ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,,,N,,,
R72 08408 0001,county_only,"CITY OF DAYTON, OHIO",1203 1205 W 1ST ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002210.00,000000002620.00,Y,,,N,39113-165100-2,39.75839079249705,-84.21182721368056
R72 08408 0013,county_only,DAYTON CITY OF,128 N BROADWAY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002420.00,000000000000.00,N,,,N,39113-165100-2,39.75772911945365,-84.21426003832099
R72 08408 0014,county_only,DAYTON CITY OF,122 N BROADWAY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002420.00,000000000000.00,N,,,N,39113-165100-2,39.75764320431566,-84.21423472690033
R72 08409 0001,county_only,DAYTON CITY OF,118 PAISLEY ST,DAYTON,620,"Exempt, owned by counties",E,0000.00000,000000002200.00,000000000000.00,N,,,N,39113-165100-2,39.759557841983344,-84.21266945921735
R72 08409 0003,county_only,DAYTON CITY OF,116 PAISLEY ST,DAYTON,620,"Exempt, owned by counties",E,0000.00000,000000001890.00,000000000000.00,N,,,N,39113-165100-2,39.75941335024471,-84.21268837538258
R72 08409 0004,both,DAYTON CITY OF,112 PAISLEY ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000001900.00,000000000000.00,N,Public Works,Other,Y,39113-165100-2,39.75932896923324,-84.2126337269642
R72 08409 0005,both,DAYTON CITY OF,108 PAISLEY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001960.00,000000000000.00,N,Public Works,Other,N,39113-165100-2,39.759256270604226,-84.21272718227074
R72 08409 0006,both,DAYTON CITY OF,36 PAISLEY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001840.00,000000000000.00,N,,,N,39113-165100-2,39.75917885858551,-84.21266110214107
R72 08409 0007,both,DAYTON CITY OF,DAKOTA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002370.00,000000000000.00,N,,,N,39113-165100-2,39.75927591371325,-84.21240726404825
R72 08409 0008,both,DAYTON CITY OF,320 322 DAKOTA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002780.00,000000000000.00,N,,,N,39113-165100-2,39.75934585027212,-84.21223485937668
R72 08409 0009,both,DAYTON CITY OF,243 N WILLIAMS ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001950.00,000000000000.00,N,,,N,39113-165100-2,39.759290256824364,-84.21171763476639
R72 08409 0010,county_only,DAYTON CITY OF,316 DAKOTA ST,DAYTON,620,"Exempt, owned by counties",E,0000.00000,000000001750.00,000000000000.00,N,,,N,39113-165100-2,39.75937225689865,-84.21211811406252
R72 08409 0011,county_only,DAYTON CITY OF,N WILLIAMS ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000900.00,000000000000.00,N,,,N,39113-165100-2,39.75919119381835,-84.21173303758725
R72 08409 0012,county_only,DAYTON CITY OF,N WILLIAMS ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003980.00,000000000000.00,N,,,N,39113-165100-2,39.75909772172563,-84.21174140867556
R72 08409 0013,county_only,DAYTON CITY OF,229 N WILLIAMS ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000770.00,000000000000.00,N,,,N,39113-165100-2,39.75902780357056,-84.2117388752953
R72 08409 0015,both,DAYTON CITY OF,34 PAISLEY ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002770.00,000000000000.00,N,Public Works,Other,N,39113-165100-2,39.75901125691089,-84.21277099783002
R72 08409 0021,both,CITY OF DAYTON,225 227 N WILLIAMS ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000420.00,000000000000.00,N,,,N,39113-165100-2,39.758934411987255,-84.21175097874048
R72 08409 0023,county_only,"CITY OF DAYTON, OHIO",217 N WILLIAMS ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002640.00,000000000000.00,N,,,N,39113-165100-2,39.758752212122765,-84.21170797356373
R72 08409 0030,both,DAYTON CITY OF,100 PAISLEY ST,DAYTON,613,Exempt land only,E,0000.00000,000000000520.00,000000000000.00,N,,,N,39113-165100-2,39.75911091317705,-84.21267349280994
R72 08501 0001,county_only,DAYTON CITY OF,EDWIN C MOSES BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.08840,000000000000.00,000000000000.00,N,,,N,,,
R72 08501 0002,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.7568665666058,-84.20677510303108
R72 08501 0003,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.7569216333757,-84.20674719180857
R72 08501 0005,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.75697429946011,-84.20663721238842
R72 08501 0006,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.75684778489498,-84.20653807287827
R72 08501 0008,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.756948587732325,-84.20641987069764
R72 08501 0009,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.757027094436175,-84.20632404547645
R72 08501 0010,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.75700583879482,-84.20607259937782
R72 08501 0020,city_layer_only,,,,,,,,,,N,Public Works,Other,N,,39.75591481029238,-84.20661791009493
R72 08501 0021,city_layer_only,,,,,,,,,,N,,,N,,39.75629340271638,-84.20590547783225
R72 08501 0022,city_layer_only,,,,,,,,,,N,,,N,,39.75576813332974,-84.20653653028518
R72 08501 0023,both,CITY OF DAYTON,S SPRAGUE ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000820.00,000000000000.00,N,,,N,39113-165100-2,39.75572375612084,-84.20662045826764
R72 08501 0024,both,CITY OF DAYTON,S SPRAGUE ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001060.00,000000000000.00,N,,,N,39113-165100-2,39.755670818685424,-84.20657370766675
R72 08501 0026,both,CITY OF DAYTON,633 W 4TH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000990.00,000000000000.00,N,,,N,39113-165100-2,39.75573319776433,-84.2064137229492
R72 08501 0028,both,DAYTON CITY OF,BANK ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000006100.00,000000000000.00,N,,,N,39113-165100-2,39.7566199652976,-84.20599617112826
R72 08501 0029,both,DAYTON CITY OF,25 31 BANK ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002880.00,000000000000.00,N,,,N,39113-165100-2,39.75647266236267,-84.20591726825052
R72 08501 0030,both,DAYTON CITY OF,BANK ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002540.00,000000000000.00,N,,,N,39113-165100-2,39.75616151436709,-84.20578870646239
R72 08501 0031,both,CITY OF DAYTON,BANK ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002750.00,000000000000.00,N,,,N,39113-165100-2,39.75606555957299,-84.20577918898319
R72 08501 0032,both,CITY OF DAYTON,49 BANK ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002750.00,000000000000.00,N,,,N,39113-165100-2,39.75591442644344,-84.20580001436197
R72 08501 0033,both,DAYTON CITY OF,55 BANK ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001850.00,000000000000.00,N,Public Works,Other,N,39113-165100-2,39.75579851080601,-84.20563748729086
R72 08501 0042,both,DAYTON CITY OF,623 W 4TH ST,DAYTON,640,"Exempt, owned by municipals",E,0000.78380,000000017410.00,000000000000.00,N,Public Works,Other,N,39113-165100-2,39.755725055932956,-84.20615507613928
